"sampleBlogs.txt";"sampleNews.txt";"sampleTwitter.txt"
"senat barbara";38;0;0
"senat candid";0;39;0
"senat earlier";12;0;0
"senat eric";39;0;0
"senat foreign";0;6;0
"senat governor";0;37;0
"senat has";0;5;0
"senat have";0;39;0
"senat in";0;20;0
"senat includ";0;42;0
"senat major";0;24;0
"senat offic";0;32;0
"senat or";0;5;0
"senat oregon";0;9;0
"senat rep";0;0;43
"senat richard";42;0;0
"senat sometim";0;39;0
"senat that";0;1;0
"senat this";0;0;5
"senat too";34;0;0
"senat vote";0;24;0
"senat wachtmann";0;20;0
"senat were";21;0;0
"senat without";0;20;0
"senatedeb think";0;0;62
"send a";12;4;110
"send an";34;0;0
"send anderson";0;0;60
"send card";1;0;0
"send chunk";0;32;0
"send detail";0;0;1
"send email";0;0;15
"send guest";2;0;0
"send him";0;43;0
"send in";44;32;0
"send it";20;0;0
"send me";0;0;47
"send motiv";1;0;0
"send much";0;0;13
"send onto";0;37;0
"send out";16;0;2
"send receiv";0;0;4
"send reject";21;0;0
"send scoop";0;0;1
"send some";0;0;18
"send that";0;0;24
"send the";22;11;13
"send their";0;41;0
"send them";60;0;57
"send to";32;0;0
"send two";35;0;0
"send us";5;0;1
"send vocal";37;0;0
"send wed";1;0;0
"send you";20;0;94
"sendak a";0;2;0
"sender and";1;0;0
"sender of";1;0;0
"sendoff chow";30;0;0
"senil clutter";24;0;0
"senior anc";9;0;0
"senior at";0;10;0
"senior attackman";0;37;0
"senior bolshevik";8;0;0
"senior bryan";0;31;0
"senior captain";0;2;0
"senior collin";0;31;0
"senior counsel";0;3;0
"senior definit";0;0;1
"senior economist";0;25;0
"senior evelyn";0;37;0
"senior guard";0;32;0
"senior is";0;28;0
"senior jeff";0;37;0
"senior joe";0;2;0
"senior laptop";24;0;0
"senior manag";0;2;0
"senior midfield";0;3;0
"senior outfield";0;26;0
"senior regulatori";0;2;0
"senior residenti";0;14;0
"senior start";0;0;1
"senior uaw";0;38;0
"senior writer";0;10;0
"sens a";4;0;0
"sens actual";0;0;5
"sens ad";0;40;0
"sens all";38;0;0
"sens compar";39;0;0
"sens final";0;26;0
"sens hes";0;12;0
"sens i";41;0;0
"sens if";33;0;0
"sens in";29;5;0
"sens it";48;0;0
"sens now";0;0;57
"sens of";166;191;74
"sens or";43;0;0
"sens pedagogi";6;0;0
"sens real";8;0;0
"sens say";0;2;0
"sens sinc";0;0;39
"sens someth";0;7;0
"sens springsteen’";31;0;0
"sens than";10;0;0
"sens that";39;24;0
"sens the";38;0;0
"sens there";14;0;0
"sens though";0;2;0
"sens to";29;66;0
"sens yet";4;0;0
"sensat last";0;11;0
"sensat past";0;40;0
"senseless how";5;0;0
"senser knew";0;3;0
"senser though";0;6;0
"sensibl with";12;0;0
"sensit colorist";0;19;0
"sensit disposit";0;2;0
"sensit emot";0;0;1
"sensit guy";6;0;0
"sensit inform";17;0;0
"sensit nation";0;25;0
"sensitis of";17;0;0
"sensor an";23;0;0
"sensori organ";17;0;0
"sensual floral";2;0;0
"sent a";0;82;0
"sent an";41;1;0
"sent anoth";0;12;0
"sent back";0;3;0
"sent im";0;11;0
"sent it";5;4;2
"sent mereal";0;0;5
"sent out";16;0;0
"sent outrag";0;5;0
"sent the";5;0;10
"sent them";0;0;40
"sent this";12;0;0
"sent to";68;17;0
"sent u";0;0;6
"sent with";44;0;0
"sent you";0;0;53
"sentenc a";0;0;1
"sentenc and";0;10;0
"sentenc are";0;39;0
"sentenc for";0;39;0
"sentenc gilbreth";0;19;0
"sentenc him";3;0;0
"sentenc if";0;0;15
"sentenc ikerman";0;17;0
"sentenc impos";0;7;0
"sentenc in";0;30;0
"sentenc it";18;0;0
"sentenc last";0;6;0
"sentenc of";39;6;0
"sentenc on";0;54;0
"sentenc someth";23;0;0
"sentenc sort";0;0;5
"sentenc that";0;18;0
"sentenc to";0;25;0
"sentenc today";0;3;0
"sentenc would";0;16;0
"sentencesi start";1;0;0
"sentiment in";3;0;0
"sentiment melodrama";0;32;0
"sentiment sundaysther";6;0;0
"sentiment to";18;0;0
"sentinel in";0;24;0
"seo friend";21;0;0
"seoul on";32;0;0
"separ a";0;6;0
"separ and";4;0;0
"separ bill";0;24;0
"separ bowl";29;0;0
"separ busi";0;1;0
"separ by";4;0;0
"separ disclos";0;36;0
"separ easier";22;0;0
"separ entranc";0;33;0
"separ frame";8;0;0
"separ in";0;36;0
"separ itself";11;0;0
"separ keep";0;29;0
"separ larg";17;0;0
"separ of";0;15;0
"separ packag";0;9;0
"separ pot";5;0;0
"separ reluct";0;42;0
"separ small";0;25;0
"separ the";8;0;0
"separ them";30;0;0
"separ type";1;0;0
"sepia accent";11;0;0
"sepia saturday";1;0;0
"sepia tone";0;25;0
"sept –";1;0;0
"sept “she";0;23;0
"sept campus";0;0;57
"sept for";0;38;0
"sept from";0;32;0
"sept oct";0;39;0
"sept regularseason";0;32;0
"sept th";0;0;15
"sept the";0;28;0
"sept tom";0;36;0
"sept was";0;30;0
"sept when";0;5;0
"sept with";0;24;0
"septemb if";0;10;0
"septemb in";20;0;0
"septemb issu";7;0;0
"septemb it";0;2;0
"septemb kiley";0;13;0
"septemb mayb";0;31;0
"septemb move";0;33;0
"septemb night";0;26;0
"septemb the";0;55;0
"septemb this";36;0;18
"septemb through";9;0;0
"septemb to";0;33;0
"septic tank";0;34;0
"seqra review";23;0;0
"sequel essenti";0;8;0
"sequel i";23;0;0
"sequenc —";0;1;0
"sequenc i";2;0;0
"sequenc in";0;42;0
"sequin minni";0;0;52
"sequoia tree";0;13;0
"serano assert";12;0;0
"serb general";0;5;0
"serbia dure";0;2;0
"serbia serbian";0;23;0
"serbian polic";0;23;0
"seren like";35;0;0
"seren set";0;15;0
"serenad me";0;0;2
"serendip i";18;0;0
"serene� at";11;0;0
"sergeant in";0;58;0
"sergeant rod";13;0;0
"sergei rachmaninoff";0;0;59
"sergeyevna orlova";0;42;0
"seri a";8;0;0
"seri against";0;2;0
"seri also";0;34;0
"seri are";0;8;0
"seri base";0;27;0
"seri be";10;0;0
"seri becaus";0;41;0
"seri call";1;0;0
"seri chang";45;0;0
"seri drew";0;41;0
"seri fade";31;0;0
"seri for";5;0;0
"seri from";10;0;0
"seri in";0;6;0
"seri into";0;1;0
"seri is";10;0;25
"seri it’";10;0;0
"seri laker";0;0;2
"seri lead";0;14;0
"seri lost";1;0;0
"seri love";15;0;0
"seri main";10;0;0
"seri may";0;0;1
"seri no";35;0;0
"seri of";82;80;57
"seri on";0;0;2
"seri premier";0;13;0
"seri record";0;0;7
"seri she";0;4;0
"seri stat";0;0;24
"seri thank";0;39;0
"seri that";0;35;1
"seri the";31;31;0
"seri though";4;0;0
"seri thursday";0;9;0
"seri tv";0;41;0
"seri without";10;0;0
"seri won";6;0;0
"seri would";35;0;0
"seri yote";0;0;24
"serial entrepreneur";0;0;3
"serial killer";0;3;0
"serial moaner";0;25;0
"serial music";0;3;0
"serial my";0;0;7
"serious all";0;0;1
"serious be";37;0;0
"serious box";3;0;0
"serious but";0;4;0
"serious cannot";0;0;64
"serious commit";0;31;0
"serious concern";0;23;0
"serious cond";0;0;29
"serious corki";0;0;29
"serious could";6;0;0
"serious crush";36;0;0
"serious describ";0;0;3
"serious discuss";0;5;0
"serious foul";0;0;1
"serious go";45;0;0
"serious have";0;0;52
"serious herzling";0;47;0
"serious hi";0;0;64
"serious him";0;0;17
"serious ill";36;0;0
"serious injuri";0;23;0
"serious intent";0;43;0
"serious it";0;0;70
"serious jinxitud";0;0;53
"serious laser";0;0;51
"serious masculin";10;0;0
"serious mike";0;1;0
"serious mother";3;0;0
"serious need";0;0;61
"serious offer";0;0;9
"serious ohar";0;0;4
"serious power";29;0;0
"serious problem";0;2;0
"serious public";7;0;0
"serious roll";0;35;0
"serious said";0;32;0
"serious tangl";2;0;0
"serious that";0;0;4
"serious there";33;0;0
"serious think";0;0;9
"serious thought";30;0;0
"serious toni";0;0;2
"serious troubl";0;0;21
"serious underground";0;0;15
"serious we";0;0;3
"serious wonder";0;0;1
"serious wouldv";0;0;5
"serious you";35;0;0
"seriousi bust";0;0;5
"sermon tri";22;0;0
"serpentin similar";31;0;0
"serv a";0;64;18
"serv advertis";0;2;0
"serv and";37;0;0
"serv approxim";0;8;0
"serv as";23;215;0
"serv but";0;2;0
"serv by";0;0;1
"serv familystyl";0;39;0
"serv fat";0;40;0
"serv for";0;6;0
"serv four";0;6;0
"serv frisat";0;0;7
"serv in";62;6;5
"serv includ";39;0;0
"serv it";0;43;0
"serv kcup";34;0;0
"serv leader";0;0;53
"serv meal";0;25;0
"serv middl";0;0;5
"serv on";8;36;0
"serv our";0;15;0
"serv person";14;0;0
"serv seven";0;1;0
"serv snack";1;0;0
"serv the";0;106;21
"serv this";11;0;0
"serv those";0;17;0
"serv thwait";2;0;0
"serv to";20;3;0
"serv toast";2;0;0
"serv tomato";0;0;21
"serv two";0;6;0
"serv u";0;0;46
"serv up";0;34;0
"serv veri";0;27;0
"serv western";0;12;0
"serv who";0;34;0
"serv win";0;28;0
"serv with";55;82;0
"serv year";0;36;0
"serv you";0;0;60
"serv your";0;0;38
"servant but";2;0;0
"servant exit";2;0;0
"servant leader";0;0;53
"servant of";0;0;10
"server “connect";22;0;0
"server explain";0;1;0
"server were";4;0;0
"server wtf";0;0;6
"serversid logic";16;0;0
"servic –";2;0;0
"servic agent";1;36;0
"servic also";0;27;0
"servic and";19;45;62
"servic anim";0;0;45
"servic announc";0;0;3
"servic as";12;0;0
"servic assign";0;7;0
"servic at";0;153;0
"servic attorney";9;0;0
"servic board";0;11;0
"servic both";0;21;0
"servic build";0;54;0
"servic but";0;4;0
"servic call";0;2;0
"servic center";0;0;44
"servic compani";0;4;0
"servic cut";0;20;0
"servic depart";0;3;0
"servic did";5;0;0
"servic endors";0;32;0
"servic five";19;0;0
"servic for";2;31;0
"servic forg";0;16;0
"servic from";0;0;39
"servic give";0;0;39
"servic he";0;31;0
"servic in";0;32;1
"servic index";0;16;0
"servic is";9;27;12
"servic jeff";0;25;0
"servic keep";0;0;31
"servic llc";6;0;0
"servic multimedia";0;6;0
"servic on";0;32;0
"servic oper";0;18;0
"servic or";0;1;0
"servic project";0;37;0
"servic prompt";0;10;0
"servic provid";0;10;0
"servic reform";0;34;0
"servic restaur";0;19;0
"servic rival";0;26;0
"servic rock";0;26;0
"servic secur";0;26;0
"servic see";0;26;0
"servic so";0;8;0
"servic sound";0;1;0
"servic speak";12;0;0
"servic special";0;6;0
"servic staff";0;9;0
"servic station";0;7;0
"servic task";0;24;0
"servic teacher";0;36;0
"servic that";29;20;0
"servic the";9;0;0
"servic their";0;36;0
"servic to";16;37;0
"servic told";17;0;0
"servic tonight";0;0;56
"servic was";0;3;0
"servic we’ll";0;0;1
"servic were";0;1;0
"servic which";20;30;0
"servic wildlif";0;9;0
"servic with";0;0;22
"servic worker";0;5;0
"servic y";0;0;2
"service” but";0;30;0
"servicemen were";19;0;0
"servicio gratuito";0;5;0
"sesam oil";3;0;0
"sesay miss";0;34;0
"sesh and";0;0;3
"session again";0;0;1
"session and";0;7;0
"session at";0;0;54
"session becaus";36;0;0
"session befor";23;0;0
"session cameron";35;0;0
"session compens";0;0;5
"session he";0;0;25
"session in";0;0;63
"session ive";23;0;0
"session let";0;0;12
"session minut";1;0;0
"session niec";33;0;0
"session of";53;0;0
"session on";0;0;40
"session power";0;0;35
"session press";15;0;0
"session that";0;7;0
"session this";36;0;0
"session tour";0;7;0
"session with";34;0;1
"set a";6;23;3
"set against";0;5;0
"set almost";5;0;0
"set and";1;28;14
"set andor";6;0;0
"set around";0;4;0
"set asid";39;38;0
"set at";0;47;0
"set back";11;0;0
"set becaus";0;1;0
"set broken";0;35;0
"set but";0;35;0
"set by";7;0;0
"set call";1;0;0
"set cap";0;25;0
"set checkpoint";14;0;0
"set differ";0;6;0
"set for";13;110;65
"set forth";2;0;0
"set from";11;0;26
"set her";2;0;0
"set i";10;0;0
"set i’m";25;0;0
"set in";108;2;0
"set is";8;0;66
"set it";0;0;2
"set itti";1;0;0
"set list";0;7;20
"set mark";10;0;0
"set my";3;50;0
"set myself";16;0;0
"set of";61;70;105
"set off";25;0;0
"set on";1;25;80
"set or";0;41;0
"set out";38;0;0
"set peopl";9;0;0
"set reason";0;21;0
"set school";0;31;0
"set she";2;0;0
"set that";13;0;0
"set the";1;116;76
"set them";29;0;0
"set this";36;0;0
"set timeless";3;0;0
"set to";99;54;0
"set today";0;0;10
"set two";15;0;0
"set up";149;88;58
"set us";0;4;0
"set userspecif";0;0;3
"set when";0;17;0
"set where";0;8;0
"set with";6;4;0
"set woe";26;0;0
"set you";23;0;15
"set your";11;0;0
"setback can";8;0;0
"setback the";0;4;0
"setenvgnuterm x";0;0;57
"setprint box";0;0;35
"settings—mak a";21;0;0
"settl almost";0;4;0
"settl becaus";0;1;0
"settl down";42;0;0
"settl for";0;2;0
"settl in";19;51;0
"settl into";44;0;0
"settl nice";0;7;0
"settl on";42;0;0
"settl their";0;2;0
"settl them";0;22;0
"settl to";68;0;0
"settl too";14;0;0
"settl with";14;0;0
"settlement and";0;25;0
"settlement goe";39;0;0
"settlement had";12;0;0
"settlement includ";0;4;0
"settlement inform";0;25;0
"settlement is";38;0;0
"settlement was";0;1;0
"setto when";0;36;0
"setup and";0;34;0
"setup chic";0;0;9
"setup sharon";8;0;0
"setup would";0;15;0
"seuss stori";23;0;0
"seusss birthday";23;0;0
"seven american";0;3;0
"seven contin";0;14;0
"seven day";35;7;54
"seven grand";0;9;0
"seven in";0;14;0
"seven mile";21;0;1
"seven month";0;3;0
"seven of";0;34;0
"seven play";0;30;0
"seven shot";0;1;0
"seven top";0;22;0
"seven walk";0;11;0
"seven year";8;46;0
"sevengam seri";0;41;0
"sevenplay yard";0;1;0
"sevenpoint advantag";0;13;0
"seventeenth birthday";13;0;0
"seventh consider";0;1;0
"seventh grade";1;0;0
"seventh prime";14;0;0
"seventh season";0;22;0
"seventh state";0;31;0
"seventh straight";0;1;0
"seventh worldwid";0;3;0
"seventi day";0;28;0
"seventi percent";1;0;0
"seventytwo percent";0;29;0
"sever ad";5;0;0
"sever administr";0;54;0
"sever and";0;17;0
"sever appoint";0;0;12
"sever attempt";0;43;0
"sever bathroom";30;0;0
"sever board";0;6;0
"sever burn";14;0;0
"sever butterfli";1;0;0
"sever cells�";1;0;0
"sever charg";34;0;0
"sever cholera";24;0;0
"sever citi";0;1;0
"sever contest";0;11;0
"sever copycat";11;0;0
"sever crime";0;10;0
"sever damag";20;23;0
"sever day";32;19;0
"sever decad";24;0;0
"sever disabl";20;0;0
"sever disadvantag";0;7;0
"sever disciplin";0;8;0
"sever dispar";3;0;0
"sever donat";26;0;0
"sever dress";23;0;0
"sever enemi";5;0;0
"sever european";0;41;0
"sever front";0;34;0
"sever greatgrandchildren";0;40;0
"sever her";12;0;0
"sever hour";7;0;0
"sever in";0;15;0
"sever irvington";0;4;0
"sever limit";0;17;0
"sever magazin";25;0;0
"sever major";0;46;0
"sever member";0;39;0
"sever month";22;0;0
"sever more";0;8;0
"sever mountain";0;22;0
"sever neighborhood";0;11;0
"sever occas";0;1;0
"sever of";16;33;0
"sever other";0;20;0
"sever part";5;0;0
"sever pbs";0;3;0
"sever place";0;7;0
"sever prior";41;0;0
"sever reason";37;0;0
"sever relaps";20;0;0
"sever report";0;9;0
"sever request";26;0;0
"sever review";18;0;0
"sever role";0;4;0
"sever sacramento";0;1;0
"sever sampl";0;24;0
"sever shoulder";0;38;0
"sever st";0;40;0
"sever stapl";39;0;0
"sever state";0;2;0
"sever supervisor";0;0;52
"sever swirl";1;0;0
"sever time";15;35;0
"sever travel";5;0;0
"sever vehicl";7;0;0
"sever vintag";15;0;0
"sever week";0;17;0
"sever women";3;0;0
"sever year";102;0;0
"sevill cordoba";0;0;51
"sew and";19;0;0
"sew nice";31;0;0
"sew while";3;0;0
"sewer author";0;44;0
"sewer electr";2;0;0
"sewer or";0;14;0
"sewer plant";0;41;0
"sex “risk";13;0;0
"sex abus";0;1;0
"sex act";0;46;0
"sex befor";0;0;16
"sex colleg";5;0;0
"sex dice";0;0;28
"sex ever";0;0;50
"sex is";34;0;0
"sex life";0;0;1
"sex like";0;0;50
"sex might";0;4;0
"sex money";0;5;0
"sex of";1;0;0
"sex offend";0;40;0
"sex scene";7;0;0
"sex toy";16;0;0
"sex which";33;0;0
"sex with";0;4;0
"sex worker";12;0;0
"sexchang nine";0;28;0
"sexi belch";0;0;46
"sexi black";32;0;0
"sexi cant";3;0;0
"sexi game";0;0;8
"sexi glamour";0;17;0
"sexi hair";0;0;37
"sexi kid";0;0;70
"sexi this";0;2;0
"sexi too";0;0;2
"sexi with";0;27;0
"sexi yet";0;0;2
"sexier than";0;0;17
"sext thank";0;0;4
"sextest of";0;0;62
"sexual abus";0;30;0
"sexual activity”";12;0;0
"sexual batteri";5;0;0
"sexual caress";0;3;0
"sexual educ";12;0;0
"sexual harass";76;0;0
"sexual incest";32;0;0
"sexual orient";0;2;0
"sexual pleasur";12;0;0
"seymour to";0;4;0
"sf and";0;0;3
"sf br";0;5;0
"sf to";0;0;37
"sfglyondjek now";0;2;0
"sfo smart";0;0;63
"sfr today";0;0;2
"sfs outdoor";0;0;15
"sgt justin";0;5;0
"sgt victor";0;2;0
"shabbi huh";5;0;0
"shabbi parka";0;5;0
"shack for";0;0;39
"shack up";15;0;0
"shade like";1;0;0
"shade of";0;2;51
"shade their";7;0;0
"shade was";0;6;0
"shadi stuff";0;1;0
"shadow an";0;34;0
"shadow and";1;0;0
"shadow condit";0;13;0
"shadow in";0;0;37
"shadow movi";0;0;22
"shadow of";36;25;0
"shadow stalker";10;0;0
"shadow summer";0;0;75
"shadow will";0;1;0
"shadow with";26;0;0
"shadow’ ‘apricot";33;0;0
"shadowi figur";1;0;0
"shadowi leedpac";17;0;0
"shaft near";0;36;0
"shaft” christi";0;15;0
"shaggi faux";0;32;0
"shake a";17;0;0
"shake hand";1;0;0
"shake his";33;0;0
"shake me";0;1;0
"shake of";0;0;8
"shake off";1;2;0
"shake out";0;21;0
"shake surround";29;0;0
"shake vigor";35;0;0
"shakedown on";0;0;57
"shakefor free";0;0;1
"shaken belliger";0;2;0
"shaken but";14;0;0
"shaken up";0;24;0
"shaker farm";0;11;0
"shaker height";0;33;0
"shaker minus";0;0;26
"shakespear a";0;21;0
"shakespear in";0;0;8
"shakespearefletch play";0;2;0
"shakeytown radio";0;0;58
"shaki but";44;0;0
"shakili receiv";49;0;0
"shakur ankl";0;18;0
"shale deposit";0;5;0
"shale gas";0;2;0
"shall be";3;0;0
"shall deliv";5;0;0
"shall feed";6;0;0
"shall fill";3;0;0
"shall flourish";1;0;0
"shall have";5;0;0
"shall i";0;0;3
"shall lead";6;0;0
"shall man";0;0;26
"shall meet";0;0;1
"shall pray";0;0;21
"shall these";1;0;0
"shall use";15;0;0
"shall wipe";6;0;0
"shall write";0;0;49
"shallot and";62;0;0
"shallot until";27;0;0
"sham which";39;0;0
"shaman perfect";15;0;0
"shamawan st";44;0;0
"shambl about";0;24;0
"shame and";18;0;0
"shame ani";36;0;0
"shame have";25;0;0
"shame in";26;0;0
"shame into";14;0;0
"shame of";0;0;9
"shame on";0;63;11
"shame realli";26;0;0
"shame that";0;0;17
"shame unhappi";0;0;21
"shameless face";7;0;0
"shameless rt";0;0;8
"shameless self";36;0;0
"shampoo a";11;0;0
"shamski a";0;44;0
"shamsullah sahrai";2;0;0
"shanahan a";0;0;6
"shanahan and";0;6;0
"shanahan fatal";0;6;0
"shanahan fled";0;6;0
"shanahan illustr";0;6;0
"shanahan redoubl";0;6;0
"shanahan regular";0;6;0
"shanahan was";0;12;0
"shane battier";0;33;0
"shane mosley";0;0;5
"shannon director";0;38;0
"shape a";1;0;0
"shape and";1;1;0
"shape at";0;4;0
"shape he";0;22;0
"shape is";24;0;0
"shape like";0;0;50
"shape of";46;34;0
"shape punch";1;0;0
"shape so";0;4;0
"shape to";0;2;0
"shape up";1;7;0
"shape what";0;44;0
"share a";44;64;22
"share –";6;0;0
"share about";2;0;0
"share an";8;0;20
"share at";0;0;62
"share basebal";0;26;0
"share best";0;1;0
"share between";33;0;0
"share by";0;36;0
"share currenc";0;33;0
"share god";0;0;3
"share ice";0;37;0
"share inform";27;0;0
"share interest";39;0;0
"share is";0;15;0
"share it";50;0;28
"share leas";0;22;0
"share most";0;0;48
"share my";7;37;0
"share of";126;6;0
"share on";0;53;18
"share our";42;0;0
"share photo";0;11;0
"share power";0;6;0
"share prove";0;2;0
"share rose";0;2;0
"share sacrific";0;3;0
"share sens";71;0;0
"share system";41;0;0
"share the";44;75;116
"share their";33;43;0
"share them";0;6;0
"share this";30;0;0
"share to";0;39;0
"share today";0;0;13
"share top";0;3;0
"share us";4;0;0
"share we";0;5;0
"share with";152;0;0
"share your";14;0;0
"sharehold meet";18;0;0
"sharehold prepar";14;0;0
"sharehold their";0;32;0
"shark and";0;39;0
"shark for";0;6;0
"shark tank";0;0;36
"shark to";0;39;0
"sharon and";8;0;0
"sharp and";12;0;0
"sharp glare";34;0;0
"sharp guitar";49;0;0
"sharp hear";33;0;0
"sharp jm”";0;0;39
"sharp knife";43;0;0
"sharp live";0;0;39
"sharp spike";0;2;0
"sharp tongu";0;0;15
"sharpen palat";19;0;0
"sharpen stori";0;0;1
"sharpli in";0;2;0
"sharptongu but";0;3;0
"sharri execut";0;41;0
"shattenkirk can";0;6;0
"shatter proof";0;0;52
"shatter through";41;0;0
"shaun alexand";0;38;0
"shaun wild";0;0;1
"shave about";33;0;0
"shave main";0;35;0
"shave of";0;26;0
"shave with";18;0;0
"shaver chairman";0;9;0
"shaver for";0;0;1
"shaw hit";0;21;0
"shaw play";0;31;0
"shaw stori";0;24;0
"shawn bradley";0;12;0
"shawn michael";0;0;67
"shayn skov";0;2;0
"shd def";0;0;7
"she a";0;0;9
"she ad";47;51;0
"she admir";0;17;0
"she age";0;0;4
"she aint";0;0;19
"she alreadi";0;2;0
"she also";41;35;0
"she alway";10;0;2
"she and";33;10;0
"she answer";4;0;0
"she apolog";33;0;0
"she appli";0;0;13
"she approach";16;0;0
"she argu";2;0;0
"she arriv";33;0;0
"she articul";1;0;0
"she ask";5;36;50
"she ate";30;0;0
"she be";9;0;0
"she becaus";1;0;0
"she becom";2;0;0
"she beg";12;0;0
"she began";31;0;0
"she begin";10;48;0
"she better";0;0;1
"she bite";0;0;8
"she boss";15;0;0
"she bought";0;30;63
"she bring";2;0;13
"she brought";27;0;0
"she bump";9;0;0
"she can";43;3;60
"she cannot";12;0;0
"she cant";1;0;0
"she certain";40;0;0
"she claim";0;42;0
"she clamp";0;28;0
"she come";0;0;52
"she comment";0;7;0
"she consid";18;32;0
"she contend";0;6;0
"she control";0;1;0
"she could";85;19;9
"she couldn’t";1;0;0
"she couldnt";0;6;0
"she creat";0;8;0
"she cri";3;0;0
"she delet";0;0;26
"she demonstr";0;1;0
"she describ";0;41;0
"she deserv";2;0;0
"she did";5;40;0
"she didn’t";20;0;0
"she didnt";8;85;0
"she die";66;28;0
"she dig";0;8;0
"she discov";2;33;0
"she discuss";0;0;27
"she do";0;0;41
"she doe";40;0;2
"she doesn’t";15;0;0
"she doesnt";26;0;62
"she down";0;0;57
"she drew";0;6;0
"she drove";4;0;0
"she email";1;0;0
"she embrac";2;0;0
"she encourag";32;0;0
"she enter";31;0;0
"she even";2;0;0
"she expect";20;6;0
"she explain";0;41;0
"she extract";8;0;0
"she feel";15;0;0
"she felt";40;0;0
"she fin";0;0;39
"she financ";0;2;0
"she find";14;0;0
"she first";0;35;0
"she follow";8;0;0
"she forgot";8;0;0
"she found";0;5;0
"she fuck";0;0;14
"she gasp";20;0;0
"she gave";6;0;0
"she get";95;35;42
"she give";1;4;34
"she glanc";4;0;0
"she gobbl";0;0;28
"she goe";34;0;17
"she got";45;0;43
"she gotta";0;0;1
"she had";277;226;0
"she has";220;194;129
"she head";35;0;0
"she heal";0;9;0
"she heard";35;0;0
"she help";1;0;0
"she hire";15;0;0
"she hit";0;3;0
"she hobbl";10;0;0
"she hold";0;27;0
"she hope";0;18;0
"she in";0;2;0
"she indic";1;0;0
"she instruct";8;0;0
"she introduc";0;37;0
"she is";259;162;61
"she isnt";10;0;0
"she just";13;27;48
"she knew";152;40;0
"she know";13;41;0
"she laid";0;0;42
"she later";0;10;0
"she lay";8;0;0
"she led";28;0;0
"she left";0;5;0
"she like";0;0;27
"she listen";0;4;0
"she look";45;0;4
"she lost";16;0;0
"she love";2;1;62
"she made";4;0;0
"she make";72;0;0
"she manag";1;0;0
"she marri";0;9;0
"she met";20;11;0
"she might";26;0;1
"she miss";5;0;0
"she must";0;0;53
"she nail";2;0;0
"she need";3;16;0
"she needless";5;0;0
"she never";10;22;0
"she no";31;0;0
"she not";39;0;0
"she often";0;27;0
"she open";16;0;0
"she own";33;0;0
"she pace";34;0;0
"she paus";4;0;0
"she pay";43;0;0
"she pick";0;17;12
"she plan";0;18;0
"she prefer";0;3;0
"she pull";0;13;0
"she pursu";10;0;0
"she quick";83;0;0
"she reach";3;0;0
"she realiz";4;0;0
"she realli";10;0;0
"she reason";0;25;0
"she rebound";0;30;0
"she receiv";0;25;0
"she reflect";7;0;0
"she refus";32;0;0
"she remain";20;0;0
"she remind";0;0;5
"she roam";14;0;0
"she rose";20;0;0
"she rush";4;0;0
"she said";44;674;126
"she sank";32;0;0
"she sat";38;0;0
"she saw";5;0;45
"she say";20;66;0
"she seem";8;0;0
"she sens";26;0;0
"she sever";12;0;0
"she should";0;10;0
"she show";10;0;0
"she shrug";3;0;0
"she shudder";14;0;0
"she slowli";32;0;0
"she smell";41;0;0
"she sneez";0;0;76
"she soon";4;0;0
"she speak";0;0;58
"she spoke";13;0;0
"she stab";12;0;0
"she start";2;0;57
"she state";13;0;0
"she still";10;17;0
"she stuck";0;22;0
"she support";0;41;0
"she target";1;0;0
"she tell";24;0;39
"she term";0;9;0
"she then";3;0;0
"she think";0;49;0
"she thought";0;36;0
"she told";47;65;9
"she too";14;0;0
"she took";9;11;0
"she touch";4;0;0
"she transfer";0;5;0
"she tri";0;0;26
"she trick";39;0;0
"she use";0;8;0
"she wait";35;0;0
"she wanna";0;0;27
"she want";42;13;63
"she was";417;306;110
"she wasn’t";6;0;0
"she wasnt";2;54;0
"she wave";10;0;0
"she wear";2;0;0
"she weigh";2;0;0
"she went";8;1;0
"she were";15;0;0
"she will";75;0;41
"she won";0;46;0
"she wonder";0;1;0
"she wont";45;0;0
"she work";4;55;0
"she would";67;15;5
"she write";0;11;4
"she wrote";31;0;0
"she wsss";0;0;1
"she’ been";37;0;0
"she’ make";37;0;0
"she’ not";18;0;0
"she’ notic";15;0;0
"she’d warn";6;0;0
"shechtman who";0;32;0
"shed a";7;0;0
"shed excus";0;0;5
"shed no";0;14;0
"shed tear";10;0;0
"shed the";0;0;44
"shed your";4;0;0
"sheen made";0;0;50
"sheen the";16;0;0
"sheen tixcould";0;0;70
"sheep action”";1;0;0
"sheep manag";26;0;0
"sheep yep";1;0;0
"sheep you";1;0;0
"sheepish inquir";7;0;0
"sheer fear";39;0;0
"sheet and";0;43;0
"sheet are";21;0;0
"sheet detail";0;47;0
"sheet for";11;0;0
"sheet i";21;0;0
"sheet of";51;33;0
"sheet pan";3;0;0
"sheet pour";22;0;0
"sheffield hallam";5;0;0
"sheffield villag";0;13;0
"sheikh moham";0;24;0
"sheikh mohammedyou";41;0;0
"sheila meer";0;5;0
"shelbi counti";0;0;54
"shelbi willi";0;30;0
"sheldon bross";0;4;0
"sheldon keep";0;0;47
"shelf and";16;0;0
"shelf eventu";21;0;0
"shelf in";27;0;0
"shelf is";6;0;0
"shelf liner";6;0;0
"shelf that";6;0;0
"shelf which";0;14;0
